accuracy,precision_macro,recall_macro,f1_macro,precision_weighted,recall_weighted,f1_weighted,fpr_macro,fpr_attack_positive,auc,auc_attack_positive,loss,seed,model,variant,dataset,seq_len,leakage_protocol,split_policy,record_order,training_seconds,hidden_channels,focal_gamma,dropout,learning_rate,_path,relative_path,family
0.7764658884104931,0.7971477468116338,0.7940009683672069,0.7764032754400614,0.8138032377367972,0.7764658884104931,0.7758852652151901,0.20599903163279307,0.07934054611025243,0.9025453024227179,0.9025453024227179,1.057916175782536,42,cnn,full,nsl_kdd,16,clean,default,original,200.14883184432983,64.0,2.0,0.1,0.0005,/root/autodl-tmp/ms-ATCN/results/revision_required/main/nsl_kdd/cnn/seed_42/metrics.json,main/nsl_kdd/cnn/seed_42/metrics.json,main
0.7654578543210973,0.7941944414708235,0.7859104339075722,0.7651018995146819,0.8125875084357316,0.7654578543210973,0.7638359667424929,0.21408956609242777,0.06635754765584749,0.9097007261629164,0.9097007261629164,1.1964075377269594,42,lstm,full,nsl_kdd,16,clean,default,original,186.44236904382706,64.0,2.0,0.1,0.0005,/root/autodl-tmp/ms-ATCN/results/revision_required/main/nsl_kdd/lstm/seed_42/metrics.json,main/nsl_kdd/lstm/seed_42/metrics.json,main
0.7655022415553286,0.7933518223350071,0.7856486927364104,0.7651850639166622,0.8115429935291049,0.7655022415553286,0.7639902848647289,0.21435130726358964,0.06883049974240081,0.9162171095026296,0.9162171095026296,1.2359492821958968,42,gru,full,nsl_kdd,16,clean,default,original,176.48074112087488,64.0,2.0,0.1,0.0005,/root/autodl-tmp/ms-ATCN/results/revision_required/main/nsl_kdd/gru/seed_42/metrics.json,main/nsl_kdd/gru/seed_42/metrics.json,main
0.7663012117714946,0.7935435050902687,0.7862377278820656,0.7660120372341921,0.8116104225602362,0.7663012117714946,0.7648732299338811,0.21376227211793442,0.06975785677485831,0.9172399091991027,0.9172399091991027,1.1799810866218965,43,gru,full,nsl_kdd,16,clean,default,original,187.09680818021297,64.0,2.0,0.1,0.0005,/root/autodl-tmp/ms-ATCN/results/revision_required/main/nsl_kdd/gru/seed_43/metrics.json,main/nsl_kdd/gru/seed_43/metrics.json,main
0.7586666074836876,0.7892952350561189,0.7797445694461987,0.7581920948857223,0.8079718116735994,0.7586666074836876,0.756709124151199,0.22025543055380123,0.06800618238021637,0.9137965651086336,0.9137965651086336,1.2060629203763469,44,gru,full,nsl_kdd,16,clean,default,original,109.49968099594116,64.0,2.0,0.1,0.0005,/root/autodl-tmp/ms-ATCN/results/revision_required/main/nsl_kdd/gru/seed_44/metrics.json,main/nsl_kdd/gru/seed_44/metrics.json,main
0.7613742287718053,0.7914179658609993,0.78226075737693,0.7609410587669068,0.8100215822956225,0.7613742287718053,0.7595322399501412,0.21773924262306987,0.06687274600721277,0.9118755228716892,0.9118755228716892,1.1830570546266026,45,gru,full,nsl_kdd,16,clean,default,original,139.5988650918007,64.0,2.0,0.1,0.0005,/root/autodl-tmp/ms-ATCN/results/revision_required/main/nsl_kdd/gru/seed_45/metrics.json,main/nsl_kdd/gru/seed_45/metrics.json,main
0.7573793776909761,0.7878445403657264,0.7784008595102627,0.756907111429179,0.8064578297648539,0.7573793776909761,0.7554237292836147,0.2215991404897373,0.06975785677485831,0.9216564695639261,0.9216564695639261,1.221355082390391,46,gru,full,nsl_kdd,16,clean,default,original,175.37481800466776,64.0,2.0,0.1,0.0005,/root/autodl-tmp/ms-ATCN/results/revision_required/main/nsl_kdd/gru/seed_46/metrics.json,main/nsl_kdd/gru/seed_46/metrics.json,main
0.7580451862044476,0.7880805036624516,0.7789230482322719,0.7575976752557141,0.8066126807448482,0.7580451862044476,0.7561557468992057,0.22107695176772812,0.07027305512622359,0.8783127768226949,0.8783127768226949,1.5573170200465245,42,tcn,full,nsl_kdd,16,clean,default,original,296.7378052547574,64.0,2.0,0.1,0.0005,/root/autodl-tmp/ms-ATCN/results/revision_required/main/nsl_kdd/tcn/seed_42/metrics.json,main/nsl_kdd/tcn/seed_42/metrics.json,main
0.789915220382618,0.8242953483454525,0.8122303404262294,0.7894150151251929,0.8444706294585438,0.789915220382618,0.7879941224130719,0.18776965957377056,0.026584234930448217,0.9667543194866144,0.9667543194866144,,42,xgboost,full,nsl_kdd,16,clean,default,original,17.190928108990192,,,,,/root/autodl-tmp/ms-ATCN/results/revision_required/main/nsl_kdd/xgboost/seed_42/metrics.json,main/nsl_kdd/xgboost/seed_42/metrics.json,main
0.7911136757068667,0.8249600049834993,0.8132705236478615,0.7906423072642594,0.8450411731428712,0.7911136757068667,0.7892670049513577,0.18672947635213855,0.026687274600721272,0.9672160615898256,0.9672160615898256,,43,xgboost,full,nsl_kdd,16,clean,default,original,16.818282887339592,,,,,/root/autodl-tmp/ms-ATCN/results/revision_required/main/nsl_kdd/xgboost/seed_43/metrics.json,main/nsl_kdd/xgboost/seed_43/metrics.json,main
